id,cuisine
12014,mexican
4904,mexican
36607,italian
12756,mexican
32462,russian
42204,vietnamese
246,mexican
47061,korean
15908,thai
29572,greek
13458,mexican
14022,southern_us
40437,vietnamese
48136,mexican
17687,italian
48504,brazilian
22857,southern_us
11465,indian
42107,thai
12514,mexican
46339,indian
8383,southern_us
27362,irish
38646,vietnamese
44084,korean
12946,thai
11670,indian
34916,italian
2944,moroccan
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,southern_us
44113,southern_us
47328,chinese
33937,filipino
40399,italian
23562,vietnamese
12787,mexican
13992,japanese
38992,italian
45269,mexican
15211,moroccan
34602,southern_us
41779,thai
4179,mexican
37925,japanese
46161,italian
5512,southern_us
27845,mexican
12024,italian
41072,french
17911,italian
4237,chinese
40442,italian
15522,mexican
6804,thai
43807,thai
21647,chinese
22758,french
32551,mexican
20470,mexican
20842,moroccan
43018,indian
45493,italian
42442,italian
14655,italian
32247,french
32302,greek
42075,mexican
19949,mexican
23352,southern_us
48549,southern_us
15053,filipino
23490,indian
12080,chinese
41992,vietnamese
10618,brazilian
2870,italian
49226,mexican
10052,french
39400,italian
8410,mexican
15752,mexican
18854,moroccan
28448,thai
27260,greek
1083,italian
21430,italian
46343,southern_us
12493,italian
14251,southern_us
37764,french
3912,filipino
28477,italian
25100,italian
44515,spanish
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,mexican
5730,thai
29892,cajun_creole
25581,french
43708,indian
49152,mexican
40984,mexican
13050,italian
15031,italian
42841,russian
16325,southern_us
1866,southern_us
29547,mexican
24281,cajun_creole
49183,filipino
41136,mexican
15790,indian
23832,japanese
4231,french
5306,mexican
40103,cajun_creole
45908,mexican
34333,indian
19999,mexican
9304,korean
11613,mexican
30183,italian
14480,filipino
26493,chinese
46415,mexican
23012,indian
2981,italian
31371,moroccan
8119,french
48376,japanese
42957,mexican
18688,french
38876,spanish
11197,greek
48216,thai
24611,italian
16761,italian
47345,italian
16477,spanish
31855,italian
403,italian
48608,mexican
1985,french
36249,jamaican
27201,chinese
22141,southern_us
34166,cajun_creole
4721,jamaican
44230,mexican
21409,italian
29986,southern_us
15401,japanese
32341,italian
46266,italian
6633,indian
42713,italian
9117,russian
16266,french
36470,southern_us
16164,indian
34712,chinese
29117,southern_us
34991,indian
24906,italian
36954,southern_us
29979,italian
16710,italian
48056,italian
24035,moroccan
32656,indian
45875,french
1735,thai
35986,greek
45005,southern_us
46636,filipino
31507,southern_us
31348,mexican
28362,moroccan
33305,indian
36747,chinese
39897,southern_us
27450,japanese
49579,korean
24426,mexican
11507,moroccan
6093,japanese
49338,greek
11560,italian
49597,mexican
17865,filipino
5995,mexican
9707,mexican
6888,mexican
46148,japanese
19940,british
34637,italian
14214,moroccan
15805,french
34328,chinese
27174,southern_us
24919,italian
33206,mexican
10745,southern_us
41550,mexican
5008,italian
10685,mexican
15287,italian
25701,southern_us
31525,italian
27096,chinese
36113,japanese
48480,greek
1944,italian
26314,italian
10478,vietnamese
15149,french
5024,southern_us
1676,french
2869,moroccan
20079,southern_us
8053,mexican
6212,italian
13557,indian
9735,chinese
39956,spanish
21569,mexican
3269,french
4461,cajun_creole
41598,mexican
44612,japanese
20150,french
7278,italian
35809,southern_us
21612,mexican
20357,french
23355,italian
27727,spanish
34021,jamaican
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,vietnamese
49690,italian
48671,moroccan
18509,southern_us
8903,spanish
23374,japanese
22475,mexican
28418,indian
42625,brazilian
44840,italian
42121,indian
2243,indian
18032,japanese
19392,mexican
25679,italian
11223,mexican
35867,italian
33842,mexican
12676,french
38377,southern_us
344,mexican
11864,filipino
16895,moroccan
3001,indian
19195,japanese
3635,japanese
23150,russian
17502,italian
16405,moroccan
34160,mexican
34495,british
18377,french
18988,mexican
24880,southern_us
48302,italian
33358,indian
20732,filipino
22094,southern_us
8638,italian
35556,mexican
27248,cajun_creole
15746,italian
46404,southern_us
23323,greek
39018,southern_us
23510,italian
27710,french
30540,indian
48945,southern_us
37197,chinese
27343,chinese
29349,mexican
38383,cajun_creole
46758,mexican
24859,chinese
18292,mexican
32450,italian
35936,thai
36789,southern_us
19804,mexican
16604,italian
585,southern_us
29352,indian
48392,italian
44324,greek
5012,southern_us
19487,italian
17263,mexican
26127,irish
39464,indian
4870,chinese
16171,moroccan
308,moroccan
19155,cajun_creole
18736,brazilian
43352,southern_us
24652,mexican
44181,italian
36237,indian
30286,spanish
4019,french
20111,jamaican
35543,italian
25992,southern_us
8275,mexican
49613,vietnamese
45149,indian
38610,indian
18111,southern_us
35670,italian
30349,japanese
12034,jamaican
20729,cajun_creole
11458,southern_us
16423,indian
47404,italian
43875,chinese
43513,southern_us
21894,cajun_creole
9350,italian
18519,mexican
4651,mexican
14831,mexican
32530,thai
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,french
1952,chinese
6792,cajun_creole
44853,italian
13807,irish
14303,mexican
27449,mexican
20389,french
32028,french
9758,italian
15295,filipino
14904,spanish
9534,italian
46950,italian
15648,indian
44473,greek
29833,italian
3015,italian
43675,french
3329,irish
27359,moroccan
18163,italian
45238,indian
2146,italian
17194,french
15864,italian
6084,irish
44220,italian
1843,filipino
4777,italian
27182,italian
47648,italian
30068,mexican
36696,mexican
47909,greek
19016,mexican
32683,chinese
224,greek
2031,cajun_creole
26715,japanese
23886,mexican
28724,french
46037,spanish
38683,chinese
19328,italian
15324,italian
20480,italian
43132,mexican
25028,italian
15859,french
13023,indian
27838,cajun_creole
3661,indian
35313,mexican
45668,cajun_creole
3070,southern_us
20607,french
33560,chinese
43354,cajun_creole
19935,italian
45795,french
42932,mexican
42059,italian
47601,filipino
31240,chinese
5339,southern_us
8192,greek
4831,korean
9134,indian
49500,indian
45456,cajun_creole
47506,mexican
43238,french
43910,french
36829,thai
2771,italian
14712,southern_us
37718,mexican
5264,indian
26273,irish
48641,spanish
46990,indian
26575,italian
43906,french
30518,mexican
45950,southern_us
15967,italian
25115,mexican
15112,southern_us
34860,cajun_creole
32100,greek
11239,korean
809,italian
9212,italian
34741,southern_us
29409,mexican
39986,cajun_creole
21487,spanish
36981,french
19115,indian
37110,mexican
36185,chinese
26244,japanese
18026,filipino
36961,mexican
14384,mexican
6039,cajun_creole
31871,indian
35841,mexican
16074,irish
39180,southern_us
19331,italian
8658,french
49574,italian
25237,mexican
6947,italian
5309,italian
35914,french
14715,chinese
47994,british
11508,korean
41662,italian
39047,indian
22933,southern_us
5016,japanese
49449,greek
39029,southern_us
1721,cajun_creole
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,mexican
2492,chinese
45624,mexican
7576,brazilian
34773,korean
16904,chinese
4279,mexican
38068,french
7370,indian
23586,italian
48790,mexican
26717,mexican
32749,italian
42536,chinese
5372,french
37143,british
37244,italian
27674,thai
778,chinese
14686,french
9274,mexican
37769,italian
12871,italian
38528,mexican
32968,irish
6275,italian
4732,southern_us
9452,indian
29194,indian
16627,russian
5127,italian
26447,italian
11489,italian
23884,southern_us
14545,thai
19620,indian
9771,russian
21265,mexican
38249,italian
3483,italian
21262,italian
14605,korean
9448,indian
15750,mexican
6413,southern_us
17585,korean
10057,moroccan
29462,japanese
18943,italian
22591,mexican
32048,cajun_creole
32249,italian
39578,southern_us
21724,spanish
27119,southern_us
25094,filipino
41200,irish
33033,chinese
21389,southern_us
49103,italian
12519,indian
26913,indian
12460,italian
3397,moroccan
3502,chinese
42877,cajun_creole
249,chinese
46008,southern_us
14185,mexican
20873,moroccan
11722,italian
24883,indian
3932,italian
25728,southern_us
16428,mexican
7887,mexican
48364,chinese
47197,spanish
28640,mexican
16758,chinese
39135,italian
33302,greek
23677,vietnamese
25509,mexican
35746,korean
46195,italian
19788,brazilian
18888,southern_us
21153,russian
44672,french
48707,chinese
2232,southern_us
36081,vietnamese
948,italian
24512,indian
24382,indian
40648,french
48886,italian
21967,italian
40119,italian
38221,indian
49494,cajun_creole
17286,italian
10421,korean
13088,italian
34348,italian
15405,thai
15218,italian
40233,vietnamese
26098,korean
17221,mexican
25198,filipino
22532,vietnamese
41563,southern_us
2554,southern_us
38170,mexican
29476,greek
33384,italian
5770,korean
5628,chinese
44069,italian
18530,greek
22369,thai
9498,italian
26476,italian
29939,greek
9336,thai
26377,mexican
18442,italian
13470,thai
34689,southern_us
11016,southern_us
28985,vietnamese
25293,italian
569,southern_us
29992,japanese
20363,southern_us
6981,irish
30154,japanese
39960,southern_us
25975,italian
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,italian
42310,french
15612,mexican
23160,southern_us
37897,british
44731,italian
3460,southern_us
29855,italian
31140,korean
4481,jamaican
30882,greek
511,korean
1120,spanish
42651,mexican
18209,irish
38368,chinese
31783,thai
37589,italian
17752,japanese
37020,indian
19503,jamaican
2718,mexican
28365,mexican
45843,southern_us
4514,filipino
4311,chinese
41356,italian
12022,british
6846,spanish
8983,indian
47589,french
14859,southern_us
20035,japanese
732,thai
38568,southern_us
10871,brazilian
42540,indian
48782,moroccan
17988,mexican
8147,korean
32029,indian
25598,italian
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,japanese
32129,italian
43787,chinese
40642,italian
39782,french
38430,italian
33438,chinese
31602,southern_us
17581,mexican
25169,filipino
35755,italian
33544,mexican
34252,thai
30764,southern_us
44946,japanese
716,mexican
24668,italian
24270,vietnamese
13165,italian
33758,italian
3090,vietnamese
43987,moroccan
39021,mexican
44460,greek
29876,southern_us
17737,indian
36772,indian
18174,southern_us
20924,southern_us
39098,italian
32571,mexican
26957,chinese
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,russian
1569,thai
39036,thai
13673,korean
1550,mexican
38553,filipino
38594,mexican
3220,mexican
24686,thai
10863,italian
46683,greek
5113,mexican
34967,mexican
15420,mexican
9607,cajun_creole
7190,mexican
7482,italian
3928,italian
11288,southern_us
1948,indian
6590,chinese
20275,indian
14212,southern_us
47990,southern_us
36653,italian
22436,indian
34790,southern_us
45752,italian
19159,mexican
14515,moroccan
27510,french
38699,chinese
34959,french
7206,indian
2316,italian
18823,mexican
1909,italian
48313,cajun_creole
5844,southern_us
29975,moroccan
41091,italian
9532,southern_us
46569,french
10399,chinese
42934,russian
2688,mexican
27095,mexican
12476,italian
23070,mexican
9837,italian
45829,italian
31887,southern_us
28518,italian
47168,italian
45321,mexican
20662,french
9699,thai
41018,japanese
705,french
42898,french
633,indian
31443,mexican
18613,mexican
19060,southern_us
17845,southern_us
1534,chinese
41786,greek
31656,mexican
17330,french
7048,french
7938,southern_us
46208,italian
33759,italian
5526,thai
26943,mexican
20701,italian
35701,thai
36687,spanish
21401,southern_us
376,greek
6980,italian
39402,italian
43095,mexican
18576,greek
39720,indian
17526,southern_us
27549,italian
27123,italian
22979,cajun_creole
46113,jamaican
31557,mexican
20414,brazilian
14487,thai
24881,italian
17955,irish
39109,mexican
35576,french
25876,southern_us
24669,mexican
22261,japanese
832,chinese
29742,italian
21381,jamaican
34322,italian
7224,japanese
17978,greek
9438,chinese
9458,japanese
41045,japanese
34614,mexican
16651,italian
8230,italian
39372,cajun_creole
39357,irish
44341,mexican
42052,french
45208,thai
28626,southern_us
48345,vietnamese
37791,brazilian
15227,chinese
24053,japanese
17716,southern_us
6087,moroccan
28000,mexican
4320,italian
21783,italian
16148,mexican
47562,italian
31541,italian
43574,irish
45475,spanish
16953,southern_us
5239,chinese
4595,indian
37279,french
33264,italian
30484,mexican
9200,southern_us
7457,thai
42413,japanese
18484,vietnamese
20985,mexican
29503,jamaican
45242,italian
46953,filipino
13948,mexican
1623,italian
33251,italian
6148,italian
30392,southern_us
144,chinese
20602,southern_us
48085,indian
14896,southern_us
47518,thai
29161,cajun_creole
39363,mexican
694,french
3887,italian
12671,southern_us
31117,chinese
14714,mexican
29993,thai
20639,italian
17665,greek
3969,indian
11014,mexican
19530,southern_us
17271,mexican
30457,moroccan
22989,indian
45756,indian
20297,chinese
10942,chinese
35686,mexican
13032,italian
7951,southern_us
20432,southern_us
17971,mexican
4128,jamaican
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,southern_us
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,italian
23382,french
34090,mexican
23320,indian
14962,french
42047,mexican
44805,mexican
36584,french
3016,indian
6391,chinese
38188,mexican
1784,mexican
18300,italian
3856,cajun_creole
41841,japanese
16837,italian
23687,indian
38118,indian
27801,chinese
17096,chinese
20235,cajun_creole
13288,southern_us
26749,southern_us
19084,mexican
35200,cajun_creole
41073,greek
28016,italian
18431,italian
22228,japanese
27456,mexican
325,italian
6543,italian
7062,southern_us
49221,french
44536,italian
24865,indian
26543,filipino
10096,southern_us
38273,moroccan
6710,jamaican
49243,italian
19624,italian
24435,cajun_creole
14883,italian
22516,southern_us
587,brazilian
40539,mexican
11208,indian
18273,mexican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,southern_us
41308,korean
34438,italian
9805,chinese
38007,italian
23919,indian
13945,indian
32279,indian
17456,mexican
47941,southern_us
32310,italian
44442,italian
14163,mexican
27573,italian
777,italian
44116,indian
13347,mexican
29348,japanese
14219,southern_us
39983,italian
33682,spanish
21443,indian
47642,cajun_creole
1759,cajun_creole
1205,southern_us
4794,indian
17408,spanish
34666,thai
40237,greek
13778,italian
41289,italian
3560,southern_us
35830,mexican
11151,cajun_creole
12789,cajun_creole
21166,italian
24716,russian
25586,mexican
11046,southern_us
31793,indian
28746,french
7226,cajun_creole
30991,southern_us
47476,irish
30626,italian
49367,chinese
35754,indian
4247,jamaican
49423,italian
22295,southern_us
2749,chinese
685,french
30988,italian
46285,italian
40492,mexican
22264,italian
15921,mexican
388,chinese
33121,chinese
35685,mexican
4416,italian
17725,italian
39525,moroccan
27034,japanese
28470,southern_us
38953,mexican
20045,french
12896,mexican
39573,greek
8838,brazilian
15399,thai
39439,mexican
26837,chinese
41220,french
35968,chinese
24335,thai
10983,japanese
5516,southern_us
38894,vietnamese
11887,greek
31306,southern_us
38578,indian
3561,southern_us
45095,thai
30969,italian
14389,southern_us
29670,chinese
40995,southern_us
33629,southern_us
10616,italian
30886,italian
18995,indian
31098,filipino
34607,southern_us
48989,southern_us
44542,japanese
47075,brazilian
19228,chinese
2685,mexican
11686,chinese
9610,mexican
30405,greek
43666,moroccan
32892,italian
44741,indian
6791,chinese
440,italian
22693,mexican
24328,korean
13800,korean
23873,cajun_creole
12767,cajun_creole
5929,mexican
20645,mexican
20999,cajun_creole
29995,chinese
35223,greek
22414,greek
23410,chinese
36558,japanese
13704,french
41952,indian
46915,cajun_creole
47170,southern_us
2295,greek
46128,southern_us
48349,russian
1482,korean
26589,italian
9418,italian
31356,irish
16052,mexican
43594,mexican
29099,indian
23472,italian
34914,cajun_creole
19404,thai
28299,italian
12314,french
6047,filipino
37581,italian
12750,filipino
17498,japanese
7694,italian
14531,indian
26628,mexican
8205,southern_us
25101,southern_us
29045,greek
20917,indian
8311,moroccan
10213,japanese
15241,thai
46132,french
15349,italian
22580,mexican
47335,italian
17759,cajun_creole
27633,greek
42313,mexican
47272,thai
4553,mexican
15235,southern_us
34102,thai
21227,french
9782,italian
6913,french
11944,chinese
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,southern_us
18063,mexican
16962,italian
8415,french
19041,cajun_creole
38889,moroccan
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,italian
789,mexican
25084,chinese
6024,southern_us
14741,indian
20468,chinese
26963,italian
1451,indian
27745,southern_us
31347,cajun_creole
46592,mexican
38107,indian
5987,southern_us
1808,french
23783,greek
28618,italian
36764,korean
11326,mexican
3020,japanese
24326,italian
34002,chinese
11499,french
9268,italian
49368,chinese
44720,chinese
13127,southern_us
34494,italian
48382,thai
18585,italian
40052,chinese
46321,irish
49561,southern_us
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,thai
22530,southern_us
44176,southern_us
2669,italian
10896,indian
7343,italian
46255,chinese
27043,italian
20998,southern_us
12357,mexican
36339,italian
45086,thai
37690,southern_us
37829,indian
3537,mexican
5150,southern_us
13,southern_us
44579,southern_us
8749,southern_us
131,mexican
44306,mexican
19202,italian
21300,southern_us
27286,irish
18297,italian
4388,mexican
22234,greek
7359,irish
39947,french
6855,moroccan
46057,japanese
33950,italian
36009,southern_us
23732,italian
21316,thai
32806,cajun_creole
34343,jamaican
11973,french
2380,mexican
30667,italian
42364,indian
30258,french
34109,thai
5265,italian
123,mexican
12498,spanish
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,indian
43991,southern_us
45136,italian
41554,southern_us
10118,japanese
43827,mexican
32583,mexican
31949,french
23574,chinese
28211,southern_us
21793,mexican
25914,brazilian
34735,italian
26071,chinese
9476,southern_us
29443,southern_us
16966,chinese
6457,southern_us
25882,spanish
48390,greek
28356,southern_us
15699,filipino
2090,spanish
4686,italian
27937,thai
25560,mexican
38937,italian
48670,southern_us
2547,french
17442,southern_us
28669,cajun_creole
4410,mexican
36917,chinese
46755,indian
25321,southern_us
47019,chinese
33077,spanish
11593,french
44295,mexican
46632,chinese
18503,southern_us
29030,southern_us
32516,french
35128,southern_us
41715,italian
49185,indian
35517,spanish
13909,southern_us
36886,southern_us
29304,mexican
29577,mexican
24570,mexican
29466,chinese
10724,indian
30026,italian
37133,japanese
29346,thai
32871,thai
46420,chinese
29083,chinese
4402,italian
15877,italian
33448,indian
3541,italian
27704,indian
28658,italian
23793,italian
11040,irish
28419,spanish
37086,italian
13965,italian
28674,mexican
5645,southern_us
20756,mexican
15548,irish
14495,indian
11989,italian
47482,vietnamese
14101,mexican
1289,mexican
49473,southern_us
39161,thai
14452,mexican
31489,thai
15599,mexican
28440,italian
33624,mexican
24090,indian
16137,italian
4819,french
1377,southern_us
47636,indian
25907,chinese
35894,mexican
20315,mexican
27199,jamaican
34055,italian
26938,filipino
5734,mexican
32241,italian
2163,southern_us
20340,cajun_creole
6278,thai
49404,french
36731,mexican
29165,mexican
24932,indian
6591,indian
14644,mexican
43518,japanese
28979,thai
45821,cajun_creole
26627,russian
39139,mexican
3026,indian
13204,italian
762,chinese
28036,french
46514,mexican
34536,italian
36484,indian
5676,mexican
13715,southern_us
43019,mexican
2471,indian
34065,italian
39362,french
4987,indian
28414,southern_us
8710,italian
6610,italian
28847,filipino
10560,indian
32993,italian
16912,mexican
35262,italian
46936,thai
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,mexican
3897,italian
22751,italian
16566,japanese
23033,southern_us
30500,cajun_creole
13018,indian
13077,italian
9177,cajun_creole
16012,italian
5293,mexican
35451,southern_us
5591,moroccan
44443,mexican
36811,italian
7031,indian
11475,italian
5556,italian
33728,southern_us
46703,southern_us
41776,italian
4099,spanish
4251,mexican
29381,italian
30300,thai
27494,italian
48254,japanese
32789,mexican
44569,chinese
44160,italian
18762,mexican
23808,chinese
11875,moroccan
35843,jamaican
4948,indian
34713,vietnamese
8352,italian
28407,mexican
3506,italian
44338,chinese
38464,greek
1139,mexican
12287,indian
27031,chinese
42153,french
42686,indian
44415,cajun_creole
10072,southern_us
8618,french
14153,mexican
23825,greek
21440,russian
13366,cajun_creole
24979,filipino
33437,mexican
4864,chinese
33017,spanish
15122,chinese
42731,southern_us
8281,mexican
2812,southern_us
30683,southern_us
24249,french
12169,cajun_creole
28629,italian
32774,southern_us
15181,italian
44314,mexican
37583,irish
28069,thai
33503,filipino
24015,italian
39333,chinese
13414,italian
4855,spanish
6512,italian
21974,french
9062,italian
6243,italian
10675,mexican
35788,southern_us
37372,chinese
28810,italian
23045,italian
21296,southern_us
33484,southern_us
30045,chinese
17354,indian
30061,russian
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,french
30403,greek
37331,italian
5456,southern_us
26893,irish
44470,french
38130,moroccan
9361,mexican
19320,french
3545,korean
25778,french
34074,chinese
34216,brazilian
38817,spanish
20749,mexican
31535,italian
2052,cajun_creole
18186,southern_us
49595,french
47592,french
26011,italian
23403,indian
8005,japanese
19517,british
10157,mexican
47071,french
22469,greek
26224,italian
29482,southern_us
8227,chinese
12580,british
26385,italian
49610,french
6446,moroccan
1766,mexican
19538,vietnamese
44811,irish
16844,mexican
28777,cajun_creole
28282,greek
15025,greek
35345,chinese
21527,filipino
26997,indian
40454,chinese
2828,spanish
18980,cajun_creole
13604,mexican
9911,indian
49684,chinese
5056,mexican
2990,southern_us
32016,cajun_creole
37476,thai
33761,chinese
20280,southern_us
19266,greek
17492,italian
29376,southern_us
39788,mexican
606,korean
28514,brazilian
8497,korean
14688,southern_us
6514,mexican
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,southern_us
6680,indian
11165,mexican
10077,brazilian
10703,chinese
32046,southern_us
40961,cajun_creole
35596,thai
1653,mexican
3886,southern_us
14121,spanish
36351,thai
32915,italian
5386,filipino
40215,mexican
183,italian
24641,vietnamese
47715,mexican
34390,southern_us
712,thai
12535,chinese
49435,russian
30517,southern_us
3489,italian
1636,filipino
30044,mexican
24095,mexican
22105,thai
24627,japanese
38840,mexican
9246,southern_us
32088,mexican
38769,thai
5657,southern_us
15325,chinese
28603,mexican
42188,moroccan
30446,italian
1757,chinese
32710,cajun_creole
2136,irish
27690,indian
35074,southern_us
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,italian
4491,moroccan
35597,southern_us
15163,spanish
25745,italian
49614,mexican
41946,italian
6372,italian
39604,southern_us
42983,korean
19983,indian
21892,moroccan
20647,italian
47368,japanese
3557,southern_us
41749,italian
31498,italian
19271,southern_us
15640,italian
26181,italian
22491,southern_us
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,cajun_creole
16581,italian
22637,jamaican
37123,mexican
36020,cajun_creole
2226,italian
43012,italian
13134,italian
18749,french
1692,british
10138,southern_us
25235,indian
13955,italian
42655,thai
12415,italian
7502,italian
27394,southern_us
44210,mexican
5331,southern_us
25173,mexican
48988,irish
20735,thai
22048,italian
27644,brazilian
43242,mexican
28368,italian
2429,italian
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,indian
33444,italian
38794,southern_us
37227,italian
39679,french
34234,southern_us
38038,chinese
7274,italian
18018,greek
11450,cajun_creole
48160,cajun_creole
21288,mexican
34704,french
46684,italian
7049,mexican
9116,mexican
22485,italian
6346,mexican
40269,mexican
35850,chinese
1429,filipino
19739,southern_us
38972,italian
39570,cajun_creole
43463,italian
21757,italian
36070,italian
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,italian
8751,french
47378,italian
21143,japanese
3818,indian
48486,italian
23388,southern_us
37216,cajun_creole
13142,cajun_creole
828,french
18468,chinese
25554,mexican
9863,italian
12771,thai
3066,italian
35442,mexican
25696,brazilian
38136,mexican
35825,italian
28933,cajun_creole
34629,southern_us
22169,italian
7028,korean
37204,mexican
16980,mexican
27356,mexican
11736,french
1632,indian
1073,southern_us
8236,irish
42866,italian
30904,thai
35258,italian
17290,italian
35929,mexican
46072,chinese
46763,italian
47664,italian
45625,indian
31177,indian
33941,mexican
12272,italian
48146,indian
11812,italian
42795,mexican
14372,italian
2964,mexican
9236,chinese
18992,chinese
30902,italian
30939,italian
20108,italian
6562,thai
46412,japanese
8034,french
37521,southern_us
46651,italian
32493,spanish
3251,italian
31825,southern_us
2676,southern_us
32140,french
5326,mexican
38240,italian
45874,chinese
17253,japanese
25292,southern_us
48666,moroccan
49278,mexican
47903,southern_us
42062,italian
27885,italian
21229,spanish
47629,italian
16695,indian
5355,southern_us
45369,southern_us
25736,chinese
29882,chinese
38900,indian
1508,southern_us
2526,italian
16563,mexican
49060,spanish
31448,southern_us
36746,thai
1280,southern_us
41950,brazilian
25948,greek
35444,japanese
2881,mexican
44080,southern_us
4446,japanese
47106,indian
15521,japanese
44359,southern_us
48967,southern_us
1599,italian
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,italian
42680,mexican
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,vietnamese
27427,moroccan
3734,italian
44673,italian
43924,chinese
18628,greek
3596,filipino
37666,southern_us
14633,italian
36259,indian
19752,mexican
16697,italian
9550,moroccan
20813,irish
34356,italian
3583,french
14148,chinese
28329,italian
166,mexican
12368,southern_us
32261,thai
35306,southern_us
1414,chinese
45051,italian
20767,mexican
23450,spanish
404,italian
527,japanese
25416,vietnamese
25409,french
34603,chinese
20266,mexican
9513,french
7794,moroccan
19429,indian
11328,cajun_creole
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,cajun_creole
6735,mexican
41899,southern_us
36222,chinese
24468,cajun_creole
9876,southern_us
33614,british
42279,russian
46846,thai
34711,thai
39556,brazilian
1064,cajun_creole
30080,italian
6076,italian
5670,moroccan
44525,moroccan
19743,indian
36205,french
9030,italian
39755,japanese
39434,japanese
37803,italian
30053,spanish
11661,italian
17918,southern_us
44237,brazilian
38536,french
47369,irish
6108,mexican
16807,indian
41329,southern_us
33582,thai
9570,indian
47129,italian
14268,southern_us
8395,mexican
38977,mexican
22716,irish
25753,southern_us
12018,mexican
31659,chinese
21149,italian
10328,indian
33585,italian
29192,italian
46733,mexican
12887,chinese
24354,french
39237,italian
19430,japanese
39895,indian
34566,italian
17889,korean
40652,mexican
31395,chinese
35908,spanish
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,french
25484,indian
43668,french
2184,indian
12106,japanese
25747,indian
11423,italian
22403,indian
2880,korean
15445,spanish
9825,mexican
31607,indian
9341,southern_us
2406,italian
28466,mexican
8619,italian
16097,italian
11652,mexican
16852,italian
29111,italian
33602,indian
35,mexican
47741,italian
39820,spanish
25332,korean
5720,southern_us
19634,southern_us
34851,chinese
14117,chinese
12195,southern_us
33665,greek
46228,italian
15964,greek
47502,chinese
41865,spanish
46055,french
8863,mexican
48658,italian
42251,french
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,southern_us
6727,southern_us
17230,mexican
24579,mexican
15873,british
3703,italian
27030,mexican
9149,italian
16152,mexican
49665,italian
27036,greek
8341,italian
30384,italian
32883,french
29047,mexican
31964,southern_us
7011,italian
46301,cajun_creole
3495,mexican
11949,mexican
975,greek
15529,mexican
15372,mexican
5176,italian
13631,italian
42028,italian
4936,southern_us
26471,cajun_creole
43833,indian
47933,southern_us
38373,mexican
5780,filipino
46303,italian
27308,southern_us
10340,italian
48900,southern_us
876,southern_us
10446,southern_us
15082,mexican
31706,british
24885,southern_us
34944,southern_us
7917,italian
5923,indian
44272,italian
41074,moroccan
381,italian
16053,italian
37470,french
23027,mexican
42078,french
13183,italian
14828,greek
15394,mexican
46300,french
38963,mexican
679,italian
34558,chinese
31528,cajun_creole
45629,indian
5034,mexican
35031,italian
13237,mexican
42339,southern_us
3911,filipino
20409,french
24741,italian
18381,indian
7572,french
24226,italian
19945,mexican
31809,italian
17903,italian
48664,cajun_creole
14122,greek
3175,mexican
3403,brazilian
11062,southern_us
16629,mexican
11349,french
14353,mexican
25633,mexican
11424,indian
36024,thai
7151,mexican
12777,mexican
34289,southern_us
13904,french
40792,french
11649,southern_us
227,italian
10396,cajun_creole
6559,korean
14195,italian
21511,chinese
431,vietnamese
5651,southern_us
20754,indian
24905,southern_us
16731,korean
9006,greek
43909,greek
28526,italian
31141,italian
39787,southern_us
35320,mexican
25077,korean
2902,italian
34305,indian
6174,southern_us
24695,greek
12211,vietnamese
13227,thai
728,indian
21635,indian
14011,irish
5861,southern_us
9976,moroccan
49218,korean
27684,mexican
11095,chinese
47314,greek
41901,spanish
5859,southern_us
3947,indian
14030,moroccan
10056,italian
39408,mexican
35283,italian
13994,southern_us
36302,british
16113,korean
47207,thai
36198,thai
21134,southern_us
49070,italian
8030,mexican
31802,british
36511,brazilian
7785,italian
38965,southern_us
31453,italian
